95, 0, 0.5, 0.128756, 0.000919
90, 0, 0.5, 0.112649, 0.000755
85, 0, 0.5, 0.102247, 0.000728
80, 0, 0.5, 0.093448, 0.000734
75, 0, 0.5, 0.087171, 0.000753
70, 0, 0.5, 0.081232, 0.000775
95, 0.5, 1, 0.128983, 0.000908
90, 0.5, 1, 0.113621, 0.000786
85, 0.5, 1, 0.104249, 0.000778
80, 0.5, 1, 0.096962, 0.000797
75, 0.5, 1, 0.090658, 0.000824
70, 0.5, 1, 0.084863, 0.000852
95, 1, 1.2, 0.116146, 0.001705
90, 1, 1.2, 0.105454, 0.001322
85, 1, 1.2, 0.098596, 0.001256
80, 1, 1.2, 0.093475, 0.001256
75, 1, 1.2, 0.088097, 0.001281
70, 1, 1.2, 0.083357, 0.001315
95, 1.2, 1.479, 0.103761, 0.001449
90, 1.2, 1.479, 0.095177, 0.001138
85, 1.2, 1.479, 0.089012, 0.001081
80, 1.2, 1.479, 0.084354, 0.001084
75, 1.2, 1.479, 0.078701, 0.001108
70, 1.2, 1.479, 0.074733, 0.001139
95, 0, 1, 0.128793, 0.000642
90, 0, 1, 0.11328, 0.000544
85, 0, 1, 0.103501, 0.000535
80, 0, 1, 0.095219, 0.000546
75, 0, 1, 0.088899, 0.000564
70, 0, 1, 0.083138, 0.000582
95, 1, 1.479, 0.109708, 0.001072
90, 1, 1.479, 0.099597, 0.000864
85, 1, 1.479, 0.093496, 0.000828
80, 1, 1.479, 0.088381, 0.000834
75, 1, 1.479, 0.083228, 0.000854
70, 1, 1.479, 0.078085, 0.000878
