95, 0, 0.5, 0.131286, 0.004486
90, 0, 0.5, 0.102238, 0.006166
85, 0, 0.5, 0.09062, 0.007345
80, 0, 0.5, 0.083049, 0.008236
75, 0, 0.5, 0.077692, 0.008924
70, 0, 0.5, 0.072548, 0.009453
95, 0.5, 1, 0.124425, 0.004818
90, 0.5, 1, 0.099872, 0.006628
85, 0.5, 1, 0.089388, 0.007898
80, 0.5, 1, 0.082644, 0.008857
75, 0.5, 1, 0.076623, 0.009598
70, 0.5, 1, 0.071598, 0.010167
95, 1, 1.2, 0.112291, 0.004205
90, 1, 1.2, 0.095236, 0.005715
85, 1, 1.2, 0.086562, 0.006785
80, 1, 1.2, 0.081474, 0.007598
75, 1, 1.2, 0.076461, 0.008228
70, 1, 1.2, 0.071187, 0.008714
95, 1.2, 1.479, 0.115858, 0.003746
90, 1.2, 1.479, 0.091297, 0.00509
85, 1.2, 1.479, 0.08418, 0.006043
80, 1.2, 1.479, 0.076733, 0.006768
75, 1.2, 1.479, 0.071099, 0.007329
70, 1.2, 1.479, 0.066642, 0.007762
95, 0, 1, 0.127837, 0.003294
90, 0, 1, 0.100817, 0.004531
85, 0, 1, 0.089933, 0.005398
80, 0, 1, 0.082708, 0.006053
75, 0, 1, 0.077094, 0.006559
70, 0, 1, 0.072024, 0.006948
95, 1, 1.479, 0.113272, 0.002812
90, 1, 1.479, 0.093, 0.003823
85, 1, 1.479, 0.085032, 0.004539
80, 1, 1.479, 0.078814, 0.005083
75, 1, 1.479, 0.073479, 0.005505
70, 1, 1.479, 0.068632, 0.00583
