95, 0, 0.5, 0.033323, 0.000779
90, 0, 0.5, 0.027402, 0.000879
85, 0, 0.5, 0.022562, 0.000992
80, 0, 0.5, 0.019024, 0.00109
75, 0, 0.5, 0.015992, 0.001174
70, 0, 0.5, 0.014061, 0.001243
95, 0.5, 1, 0.031821, 0.000767
90, 0.5, 1, 0.026755, 0.000852
85, 0.5, 1, 0.022471, 0.000956
80, 0.5, 1, 0.020232, 0.00105
75, 0.5, 1, 0.017334, 0.00113
70, 0.5, 1, 0.014911, 0.001196
95, 1, 1.2, 0.037765, 0.001187
90, 1, 1.2, 0.027246, 0.001254
85, 1, 1.2, 0.022495, 0.001386
80, 1, 1.2, 0.017302, 0.001513
75, 1, 1.2, 0.015105, 0.001626
70, 1, 1.2, 0.012881, 0.001721
95, 1.2, 1.479, 0.030641, 0.001052
90, 1.2, 1.479, 0.023843, 0.001099
85, 1.2, 1.479, 0.020635, 0.001209
80, 1.2, 1.479, 0.016594, 0.001318
75, 1.2, 1.479, 0.013569, 0.001415
70, 1.2, 1.479, 0.012199, 0.001499
95, 0, 1, 0.032502, 0.000547
90, 0, 1, 0.027173, 0.000615
85, 0, 1, 0.022554, 0.000693
80, 0, 1, 0.019644, 0.000761
75, 0, 1, 0.016684, 0.00082
70, 0, 1, 0.014459, 0.000868
95, 1, 1.479, 0.034547, 0.000788
90, 1, 1.479, 0.02495, 0.000835
85, 1, 1.479, 0.021172, 0.000922
80, 1, 1.479, 0.016758, 0.001007
75, 1, 1.479, 0.014182, 0.001082
70, 1, 1.479, 0.012467, 0.001145
