95, 0, 0.5, 0.053896, 0.001336
90, 0, 0.5, 0.046263, 0.001585
85, 0, 0.5, 0.038782, 0.001823
80, 0, 0.5, 0.034246, 0.00202
75, 0, 0.5, 0.030223, 0.002182
70, 0, 0.5, 0.026934, 0.002312
95, 0.5, 1, 0.060845, 0.001361
90, 0.5, 1, 0.044918, 0.001627
85, 0.5, 1, 0.039182, 0.001872
80, 0.5, 1, 0.034314, 0.002075
75, 0.5, 1, 0.029749, 0.002241
70, 0.5, 1, 0.027147, 0.002375
95, 1, 1.2, 0.05556, 0.002124
90, 1, 1.2, 0.049631, 0.00247
85, 1, 1.2, 0.039302, 0.002828
80, 1, 1.2, 0.033817, 0.00313
75, 1, 1.2, 0.028615, 0.003379
70, 1, 1.2, 0.024166, 0.00358
95, 1.2, 1.479, 0.05809, 0.00199
90, 1.2, 1.479, 0.041608, 0.002367
85, 1.2, 1.479, 0.037337, 0.002722
80, 1.2, 1.479, 0.033632, 0.003019
75, 1.2, 1.479, 0.029294, 0.003262
70, 1.2, 1.479, 0.025696, 0.003457
95, 0, 1, 0.057222, 0.000955
90, 0, 1, 0.045654, 0.001141
85, 0, 1, 0.039088, 0.001313
80, 0, 1, 0.034324, 0.001455
75, 0, 1, 0.029944, 0.001572
70, 0, 1, 0.027028, 0.001665
95, 1, 1.479, 0.056781, 0.001463
90, 1, 1.479, 0.045207, 0.001739
85, 1, 1.479, 0.038172, 0.002
80, 1, 1.479, 0.033448, 0.002217
75, 1, 1.479, 0.02867, 0.002395
70, 1, 1.479, 0.024815, 0.002538
