95, 0, 0.5, 0.035257, 0.000753
90, 0, 0.5, 0.028199, 0.000839
85, 0, 0.5, 0.024603, 0.000944
80, 0, 0.5, 0.019268, 0.001037
75, 0, 0.5, 0.016509, 0.001117
70, 0, 0.5, 0.01468, 0.001183
95, 0.5, 1, 0.032861, 0.000782
90, 0.5, 1, 0.027354, 0.000897
85, 0.5, 1, 0.022374, 0.001017
80, 0.5, 1, 0.019887, 0.001121
75, 0.5, 1, 0.01711, 0.001209
70, 0.5, 1, 0.014697, 0.00128
95, 1, 1.2, 0.040402, 0.001246
90, 1, 1.2, 0.027399, 0.001381
85, 1, 1.2, 0.023235, 0.001548
80, 1, 1.2, 0.017441, 0.001698
75, 1, 1.2, 0.015648, 0.001828
70, 1, 1.2, 0.013853, 0.001936
95, 1.2, 1.479, 0.034612, 0.001077
90, 1.2, 1.479, 0.026233, 0.001176
85, 1.2, 1.479, 0.021663, 0.001312
80, 1.2, 1.479, 0.018678, 0.001439
75, 1.2, 1.479, 0.015936, 0.001549
70, 1.2, 1.479, 0.013859, 0.00164
95, 0, 1, 0.034131, 0.000543
90, 0, 1, 0.027596, 0.000622
85, 0, 1, 0.023246, 0.000705
80, 0, 1, 0.019554, 0.000777
75, 0, 1, 0.016783, 0.000837
70, 0, 1, 0.014559, 0.000887
95, 1, 1.479, 0.038234, 0.000819
90, 1, 1.479, 0.026604, 0.000914
85, 1, 1.479, 0.022099, 0.001025
80, 1, 1.479, 0.018022, 0.001126
75, 1, 1.479, 0.015662, 0.001213
70, 1, 1.479, 0.013757, 0.001285
