95, 0, 0.5, 0.102479, 0.00199
90, 0, 0.5, 0.08782, 0.001791
85, 0, 0.5, 0.078824, 0.001935
80, 0, 0.5, 0.071829, 0.002094
75, 0, 0.5, 0.064597, 0.00224
70, 0, 0.5, 0.061362, 0.002367
95, 0.5, 1, 0.105318, 0.001608
90, 0.5, 1, 0.100092, 0.001552
85, 0.5, 1, 0.091521, 0.001685
80, 0.5, 1, 0.082963, 0.001825
75, 0.5, 1, 0.076152, 0.001951
70, 0.5, 1, 0.070589, 0.002059
95, 1, 1.2, 0.112836, 0.002564
90, 1, 1.2, 0.115433, 0.002264
85, 1, 1.2, 0.108795, 0.002394
80, 1, 1.2, 0.099697, 0.002563
75, 1, 1.2, 0.092536, 0.002717
70, 1, 1.2, 0.085738, 0.002855
95, 1.2, 1.479, 0.134361, 0.002146
90, 1.2, 1.479, 0.130076, 0.002012
85, 1.2, 1.479, 0.119815, 0.002142
80, 1.2, 1.479, 0.110602, 0.002283
75, 1.2, 1.479, 0.103545, 0.002416
70, 1.2, 1.479, 0.09728, 0.002531
95, 0, 1, 0.103529, 0.00127
90, 0, 1, 0.094272, 0.001184
85, 0, 1, 0.084996, 0.001284
80, 0, 1, 0.077828, 0.001392
75, 0, 1, 0.07055, 0.001488
70, 0, 1, 0.066683, 0.001572
95, 1, 1.479, 0.126016, 0.00164
90, 1, 1.479, 0.123173, 0.001505
85, 1, 1.479, 0.115116, 0.001601
80, 1, 1.479, 0.105645, 0.001711
75, 1, 1.479, 0.098822, 0.001813
70, 1, 1.479, 0.091719, 0.001902
