95, 0, 0.5, 0.035321, 0.000731
90, 0, 0.5, 0.028021, 0.000801
85, 0, 0.5, 0.0241, 0.000897
80, 0, 0.5, 0.018847, 0.000984
75, 0, 0.5, 0.016188, 0.00106
70, 0, 0.5, 0.014485, 0.001123
95, 0.5, 1, 0.033349, 0.000754
90, 0.5, 1, 0.027248, 0.000839
85, 0.5, 1, 0.022707, 0.000943
80, 0.5, 1, 0.020124, 0.001036
75, 0.5, 1, 0.017225, 0.001116
70, 0.5, 1, 0.014682, 0.001182
95, 1, 1.2, 0.040107, 0.001185
90, 1, 1.2, 0.026877, 0.001291
85, 1, 1.2, 0.022806, 0.001442
80, 1, 1.2, 0.017291, 0.001581
75, 1, 1.2, 0.015582, 0.001702
70, 1, 1.2, 0.013861, 0.001802
95, 1.2, 1.479, 0.033768, 0.001042
90, 1.2, 1.479, 0.025202, 0.001101
85, 1.2, 1.479, 0.021186, 0.001219
80, 1.2, 1.479, 0.018471, 0.001333
75, 1.2, 1.479, 0.015813, 0.001433
70, 1.2, 1.479, 0.013764, 0.001517
95, 0, 1, 0.034188, 0.000525
90, 0, 1, 0.027367, 0.000585
85, 0, 1, 0.023147, 0.000658
80, 0, 1, 0.019462, 0.000724
75, 0, 1, 0.016701, 0.000779
70, 0, 1, 0.014476, 0.000825
95, 1, 1.479, 0.037542, 0.000782
90, 1, 1.479, 0.02593, 0.000846
85, 1, 1.479, 0.021698, 0.000942
80, 1, 1.479, 0.017845, 0.001032
75, 1, 1.479, 0.015653, 0.001111
70, 1, 1.479, 0.013789, 0.001177
